"ID_number","latitude","longitude"
"03454500",35.88991667,-82.821
"03453500",35.78638889,-82.6608333
"03451500",35.60888889,-82.5780556
"03450000",35.65305556,-82.4052778
"0344894205",35.68569444,-82.3324167
"03451000",35.5683333,-82.5447222
"03447687",35.42916667,-82.5525
"03443000",35.29916667,-82.62388889
"03439000",35.1433333,-82.8247222
