"date","mean_daily_discharge_cfs","time_period","name","ID_number"
2024-09-27,71791.7525773196,"2024-2025","FBR Marshall","03453500"
2024-09-28,64845.8333333333,"2024-2025","FBR Marshall","03453500"
2024-09-29,41385.4166666667,"2024-2025","FBR Marshall","03453500"
2024-09-30,16236.0655737705,"2024-2025","FBR Marshall","03453500"
2024-10-01,10621.5625,"2024-2025","FBR Marshall","03453500"
2024-10-02,7177.29166666667,"2024-2025","FBR Marshall","03453500"
2024-10-03,4671.45833333333,"2024-2025","FBR Marshall","03453500"
2024-10-04,3853.75,"2024-2025","FBR Marshall","03453500"
2024-10-05,3509.79166666667,"2024-2025","FBR Marshall","03453500"
2024-10-06,3218.85416666667,"2024-2025","FBR Marshall","03453500"
2024-10-07,2960.72916666667,"2024-2025","FBR Marshall","03453500"
2024-10-08,2753.33333333333,"2024-2025","FBR Marshall","03453500"
2024-10-09,2579.58333333333,"2024-2025","FBR Marshall","03453500"
2024-10-10,2403.22916666667,"2024-2025","FBR Marshall","03453500"
2024-10-11,2273.4375,"2024-2025","FBR Marshall","03453500"
2024-10-12,2162.70833333333,"2024-2025","FBR Marshall","03453500"
2024-10-13,2086.5625,"2024-2025","FBR Marshall","03453500"
2024-10-14,2036.25,"2024-2025","FBR Marshall","03453500"
2024-10-15,1950.72916666667,"2024-2025","FBR Marshall","03453500"
2024-10-16,1898.125,"2024-2025","FBR Marshall","03453500"
2024-10-17,1842.08333333333,"2024-2025","FBR Marshall","03453500"
2024-10-18,1792.39583333333,"2024-2025","FBR Marshall","03453500"
2024-10-19,1748.02083333333,"2024-2025","FBR Marshall","03453500"
2024-10-20,1716.875,"2024-2025","FBR Marshall","03453500"
2024-10-21,1673.54166666667,"2024-2025","FBR Marshall","03453500"
2024-10-22,1637.08333333333,"2024-2025","FBR Marshall","03453500"
2024-10-23,1603.64583333333,"2024-2025","FBR Marshall","03453500"
2024-10-24,1587.91666666667,"2024-2025","FBR Marshall","03453500"
2024-10-25,1557.39583333333,"2024-2025","FBR Marshall","03453500"
2024-10-26,1532.29166666667,"2024-2025","FBR Marshall","03453500"
2024-10-27,1525,"2024-2025","FBR Marshall","03453500"
2024-10-28,1520,"2024-2025","FBR Marshall","03453500"
2024-10-29,1502.84210526316,"2024-2025","FBR Marshall","03453500"
2024-10-30,1490,"2024-2025","FBR Marshall","03453500"
2024-10-31,1486.25,"2024-2025","FBR Marshall","03453500"
2024-11-01,1460.52083333333,"2024-2025","FBR Marshall","03453500"
2024-11-02,1446.45833333333,"2024-2025","FBR Marshall","03453500"
2024-11-03,1440,"2024-2025","FBR Marshall","03453500"
2024-11-04,1415.9375,"2024-2025","FBR Marshall","03453500"
2024-11-05,1393.54166666667,"2024-2025","FBR Marshall","03453500"
2024-11-06,1460.3125,"2024-2025","FBR Marshall","03453500"
2024-11-07,1501.875,"2024-2025","FBR Marshall","03453500"
2024-11-08,1480.625,"2024-2025","FBR Marshall","03453500"
2024-11-09,1436.14583333333,"2024-2025","FBR Marshall","03453500"
2024-11-10,1391.45833333333,"2024-2025","FBR Marshall","03453500"
2024-11-11,1371.97916666667,"2024-2025","FBR Marshall","03453500"
2024-11-12,1385.83333333333,"2024-2025","FBR Marshall","03453500"
2024-11-13,1377.60416666667,"2024-2025","FBR Marshall","03453500"
2024-11-14,1365.83333333333,"2024-2025","FBR Marshall","03453500"
2024-11-15,1945.9375,"2024-2025","FBR Marshall","03453500"
2024-11-16,1885.20833333333,"2024-2025","FBR Marshall","03453500"
2024-11-17,1520.52083333333,"2024-2025","FBR Marshall","03453500"
2024-11-18,1432.70833333333,"2024-2025","FBR Marshall","03453500"
2024-11-19,1395.52083333333,"2024-2025","FBR Marshall","03453500"
2024-11-20,1559.27083333333,"2024-2025","FBR Marshall","03453500"
2024-11-21,1671.875,"2024-2025","FBR Marshall","03453500"
2024-11-22,1563.64583333333,"2024-2025","FBR Marshall","03453500"
2024-11-23,1424.0625,"2024-2025","FBR Marshall","03453500"
2024-11-24,1369.0625,"2024-2025","FBR Marshall","03453500"
2024-11-25,1334.58333333333,"2024-2025","FBR Marshall","03453500"
2024-11-26,1359.47916666667,"2024-2025","FBR Marshall","03453500"
